Runtime, Comparisons, Swaps
Unsorted,,
815,120461,0
798,120461,0
795,120461,0
850,120461,0
789,120461,0
789,120461,0
815,120461,0
801,120461,0
780,120461,0
795,120461,0

Sorted,,
440,69027,0
432,69027,0
425,69027,0
457,69027,0
425,69027,0
433,69027,0
425,69027,0
433,69027,0
425,69027,0
425,69027,0
