Runtime, Comparisons, Swaps
Unsorted,,
1010,499499,251579
1004,499499,251579
988,499499,251579
984,499499,251579
989,499499,251579
1026,499499,251579
999,499499,251579
994,499499,251579
1039,499499,251579
995,499499,251579

Sorted,,
645,499499,0
648,499499,0
645,499499,0
676,499499,0
641,499499,0
644,499499,0
643,499499,0
661,499499,0
637,499499,0
635,499499,0
