Runtime, Comparisons, Swaps
Unsorted,,
35509,24846587,9999
35375,24846587,9999
35927,24846587,9999
36424,24846587,9999
35445,24846587,9999
35068,24846587,9999
34567,24846587,9999
35168,24846587,9999
35291,24846587,9999
34696,24846587,9999

Sorted,,
31,0,9999
27,0,9999
27,0,9999
27,0,9999
27,0,9999
28,0,9999
27,0,9999
28,0,9999
28,0,9999
31,0,9999
