Runtime, Comparisons, Swaps
Unsorted,,
100397,49994999,24846587
97408,49994999,24846587
97613,49994999,24846587
98569,49994999,24846587
98254,49994999,24846587
97489,49994999,24846587
99253,49994999,24846587
99292,49994999,24846587
101246,49994999,24846587
97797,49994999,24846587

Sorted,,
63907,49994999,0
69597,49994999,0
64348,49994999,0
63578,49994999,0
64413,49994999,0
63338,49994999,0
63819,49994999,0
63639,49994999,0
63653,49994999,0
63545,49994999,0
