Runtime, Comparisons, Swaps
Unsorted,,
10015,1536072,0
9831,1536072,0
9890,1536072,0
9889,1536072,0
9872,1536072,0
10045,1536072,0
9873,1536072,0
9605,1536072,0
9796,1536072,0
9664,1536072,0

Sorted,,
5179,855579,0
5081,855579,0
5117,855579,0
5092,855579,0
5095,855579,0
5057,855579,0
5142,855579,0
5105,855579,0
5065,855579,0
5420,855579,0
