Runtime, Comparisons, Swaps
Unsorted,,
3530901,2500247588,99999
3561092,2500247588,99999
3520918,2500247588,99999
3531755,2500247588,99999
3534750,2500247588,99999
3525745,2500247588,99999
3526862,2500247588,99999
3519498,2500247588,99999
3525845,2500247588,99999
3528131,2500247588,99999

Sorted,,
289,0,99999
279,0,99999
279,0,99999
285,0,99999
279,0,99999
285,0,99999
278,0,99999
278,0,99999
285,0,99999
278,0,99999
